0	244	1	1	1
0	301	1	1	1
0	418	1	1	1
0	441	1	1	1
0	609	1	1	1
1	502	1	1	1
1	813	1	1	1
2	73	1	1	1
2	109	1	1	1
2	174	1	1	1
2	267	1	1	1
2	346	1	1	1
2	395	1	1	1
2	425	1	1	1
2	439	1	1	1
2	455	1	1	1
2	823	1	1	1
2	833	1	1	1
2	911	1	1	1
3	813	1	1	1
7	447	1	1	1
7	461	1	1	1
7	698	1	1	1
7	794	1	1	1
9	319	1	1	1
9	344	1	1	1
9	403	1	1	1
9	439	1	1	1
9	480	1	1	1
9	662	1	1	1
9	833	1	1	1
9	843	1	1	1
9	913	1	1	1
12	240	1	1	1
13	225	1	1	1
15	465	1	1	1
17	731	1	1	1
21	427	1	1	1
21	815	1	1	1
23	926	1	1	1
26	525	1	1	1
26	625	1	1	1
27	71	1	1	1
27	96	1	1	1
27	106	1	1	1
27	116	1	1	1
27	211	1	1	1
27	225	1	1	1
27	259	1	1	1
27	318	1	1	1
27	429	1	1	1
27	456	1	1	1
27	578	1	1	1
27	586	1	1	1
27	599	1	1	1
27	605	1	1	1
27	617	1	1	1
27	667	1	1	1
27	678	1	1	1
27	721	1	1	1
27	776	1	1	1
27	825	1	1	1
27	868	1	1	1
28	189	1	1	1
30	625	1	1	1
30	935	1	1	1
32	466	1	1	1
34	320	1	1	1
37	743	1	1	1
37	779	1	1	1
38	73	1	1	1
38	109	1	1	1
38	267	1	1	1
38	395	1	1	1
38	439	1	1	1
38	455	1	1	1
38	504	1	1	1
38	823	1	1	1
38	833	1	1	1
38	911	1	1	1
39	466	1	1	1
42	100	1	1	1
42	272	1	1	1
42	315	1	1	1
42	466	1	1	1
42	547	1	1	1
42	564	1	1	1
42	666	1	1	1
42	803	1	1	1
42	844	1	1	1
42	900	1	1	1
48	3	1	1	1
48	248	1	1	1
48	392	1	1	1
48	583	1	1	1
48	756	1	1	1
48	938	1	1	1
48	941	1	1	1
49	145	1	1	1
51	167	1	1	1
51	265	1	1	1
51	281	1	1	1
51	666	1	1	1
51	808	1	1	1
54	68	1	1	1
56	853	1	1	1
57	689	1	1	1
60	205	1	1	1
61	589	1	1	1
63	114	1	1	1
63	571	1	1	1
63	625	1	1	1
