1	15	1	1	1
2	12	1	1	1
5	70	1	1	1
7	36	1	1	1
9	42	1	1	1
9	46	1	1	1
9	51	1	1	1
9	73	1	1	1
11	38	1	1	1
12	1	1	1	1
13	29	1	1	1
13	73	1	1	1
13	86	1	1	1
15	11	1	1	1
15	73	1	1	1
16	7	1	1	1
17	26	1	1	1
20	73	1	1	1
23	82	1	1	1
24	9	1	1	1
24	21	1	1	1
24	73	1	1	1
24	83	1	1	1
25	19	1	1	1
28	10	1	1	1
28	24	1	1	1
28	30	1	1	1
28	42	1	1	1
28	45	1	1	1
28	49	1	1	1
28	73	1	1	1
29	42	1	1	1
29	45	1	1	1
29	73	1	1	1
33	28	1	1	1
33	73	1	1	1
37	77	1	1	1
41	68	1	1	1
43	2	1	1	1
44	6	1	1	1
44	45	1	1	1
47	59	1	1	1
48	50	1	1	1
48	56	1	1	1
50	32	1	1	1
50	71	1	1	1
51	53	1	1	1
52	35	1	1	1
53	44	1	1	1
55	80	1	1	1
59	25	1	1	1
60	27	1	1	1
60	58	1	1	1
63	27	1	1	1
63	54	1	1	1
63	72	1	1	1
63	81	1	1	1
65	33	1	1	1
67	0	1	1	1
67	14	1	1	1
67	16	1	1	1
67	17	1	1	1
67	18	1	1	1
68	7	1	1	1
68	18	1	1	1
68	22	1	1	1
68	23	1	1	1
68	31	1	1	1
68	36	1	1	1
68	48	1	1	1
68	55	1	1	1
68	77	1	1	1
68	78	1	1	1
68	85	1	1	1
70	3	1	1	1
70	57	1	1	1
70	62	1	1	1
70	77	1	1	1
71	31	1	1	1
74	4	1	1	1
74	5	1	1	1
74	8	1	1	1
74	27	1	1	1
74	34	1	1	1
74	37	1	1	1
74	39	1	1	1
74	40	1	1	1
74	61	1	1	1
74	64	1	1	1
74	66	1	1	1
74	69	1	1	1
74	72	1	1	1
74	84	1	1	1
75	13	1	1	1
76	65	1	1	1
77	36	1	1	1
79	11	1	1	1
79	43	1	1	1
79	73	1	1	1
82	47	1	1	1
